day,rate,,
0.5,0.333333333333333,0.9,1
0.428571428571429,0.2,0.888888888888889,1
0.857142857142857,0,0.888888888888889,0.888888888888889
0.666666666666667,0.166666666666667,1,1
day,time,,
23.5740993,20.8377994166667,17.0496117,2.20815354545455
18.6480078571429,20.4173858,11.8559491111111,2.99792422222222
17.4298821428571,36.5640155,9.82602944444444,2.76624944444444
14.7404975,24.1917136666667,10.1133295555556,2.7583874
age,rate,,
,,,
,,,
,,,
age,time,,
,,,
,,,
,,,
gender,rate,,
,,,
,,,
,,,
gender,rate,,
